type,user,content,time
1691,筆記,s10055,"核能發電的優點
核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。

核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便， 一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。

核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。

核能發電的缺點",2016-11-17 14:19:12
1692,筆記,s10055,"＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。

核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便， 一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。

核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。",2016-11-17 14:18:50
1693,搜索關鍵字,s10055,火力發電OR優缺點OR,2016-11-17 14:18:50
1694,筆記,s10055,"＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。

核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便， 一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。",2016-11-17 14:18:39
1695,筆記,s10055,"＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。

核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便， 一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。",2016-11-17 14:18:39
1696,筆記,s10055,＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。,2016-11-17 14:18:24
1697,筆記,s10055,＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。,2016-11-17 14:18:24
1698,瀏覽網頁,s10055,核能發電的優缺點,2016-11-17 14:18:5
1699,瀏覽網頁,s10055,核能發電的優缺點,2016-11-17 14:18:5
1700,搜索關鍵字,s10055,能源OR優缺點OR,2016-11-17 14:16:42
1701,搜索關鍵字,s10055,核能OR火力發電OR生質能,2016-11-17 14:15:44
1702,搜索關鍵字,s10056,核能發電ANDOR,2016-11-17 14:03:04
1703,搜索關鍵字,s10056,核能發電AND電量OR,2016-11-17 14:02:52
1704,瀏覽網頁,s10056,台灣觀察／支持核電，不能不想的2件事,2016-11-17 14:2:49
1705,搜索關鍵字,s10056,核能發電AND供電OR,2016-11-17 14:02:44
1706,搜索關鍵字,s10056,核能發電AND台灣OR,2016-11-17 14:02:40
1707,搜索關鍵字,s10056,供電AND台灣OR,2016-11-17 14:02:24
1708,搜索關鍵字,s10056,發電AND台灣OR,2016-11-17 14:02:12
1709,搜索關鍵字,s10056,發電AND電量OR,2016-11-17 14:02:04
1710,搜索關鍵字,s10056,發電AND電量OR,2016-11-17 14:02:01
1711,搜索關鍵字,s10056,發電AND電量OR,2016-11-17 14:01:59
1712,瀏覽網頁,s10056,台灣～核能發電～再生能源,2016-11-17 14:1:40
1713,搜索關鍵字,s10056,發電AND台灣OR,2016-11-17 13:58:56
1714,搜索關鍵字,s10056,發電OR台灣OR,2016-11-17 13:58:53
1715,瀏覽網頁,s10056,台灣～核能發電～再生能源,2016-11-17 13:58:29
1716,搜索關鍵字,s10056,核能發電OR電量OR,2016-11-17 13:57:32
1717,瀏覽網頁,s10056,核能發電的優缺點,2016-11-17 13:56:59
1718,搜索關鍵字,s10056,核能發電OR電量OR,2016-11-17 13:53:41
1719,搜索關鍵字,s10056,核能發電AND電量OR,2016-11-17 13:53:38
1720,搜索關鍵字,s10056,核能發電OR比例OR,2016-11-17 13:53:07
1721,搜索關鍵字,s10056,核能發電OROR,2016-11-17 13:52:45
1722,搜索關鍵字,s10056,核電OROR,2016-11-17 13:52:26
1723,瀏覽網頁,s10056,台灣的核電廠,2016-11-17 13:52:20
1724,瀏覽網頁,s10056,核電廠基本資料,2016-11-17 13:52:2
1725,搜索關鍵字,s10056,核電OR輻射OR,2016-11-17 13:51:53
1726,搜索關鍵字,s10056,核電AND輻射OR,2016-11-17 13:51:49
1727,瀏覽網頁,s10056,輻射對健康的影響,2016-11-17 13:51:22
1728,搜索關鍵字,s10056,核電廠AND員工OR,2016-11-17 13:51:06
1729,搜索關鍵字,s10056,核電廠AND病OR,2016-11-17 13:50:59
1730,瀏覽網頁,s10056,揭開 台灣核電廠 不能說的８個祕密／台電三十三年員工的血淚控訴,2016-11-17 13:50:36
1731,搜索關鍵字,s10056,核電廠OR工作OR,2016-11-17 13:50:03
1732,瀏覽網頁,s10056,資深台電核電廠員工李桂林的告白,2016-11-17 13:49:56
1733,搜索關鍵字,s10056,核電廠OR病OR,2016-11-17 13:49:40
1734,搜索關鍵字,s10056,核電廠OR住家OR,2016-11-17 13:48:00
1735,瀏覽網頁,s10056,核電廠退休員工控訴害罹癌　向台電求償遭拒,2016-11-17 13:47:33
1736,搜索關鍵字,s10056,生質能OR優點OR,2016-11-17 13:45:42
1737,瀏覽網頁,s10056,生質能,2016-11-17 13:45:10
1738,搜索關鍵字,s10056,火力OR優點OR,2016-11-17 13:44:41
1739,搜索關鍵字,s10056,火力OR優點OR,2016-11-17 13:44:34
1740,瀏覽網頁,s10056,火力發電,2016-11-17 13:44:9
1741,瀏覽網頁,s10056,核能與科技：核廢料存放,2016-11-17 13:43:12
1742,瀏覽網頁,s10056,核能知識-認識核廢料,2016-11-17 13:42:11
1743,瀏覽網頁,s10056,核能知識－-認識核廢料,2016-11-17 13:41:10
1744,搜索關鍵字,s10056,核能OR優點OR,2016-11-17 13:39:38
1745,瀏覽網頁,s10056,認識核能發電,2016-11-17 13:39:15
1746,論證,s10053,hello,2016-11-10 14:57:10
1747,論證,s10054,000,2016-11-10 14:57:01
1748,瀏覽網頁,s10053,如果核四停建，對臺灣有什麼影響？,2016-11-10 14:38:53
1749,筆記,s10053,"核廢料處理之問題、熱汙染、成本高
從經濟發展層面分析，東南亞國家多為發展中國家，經濟成長過程將需耗費較多能源，若能藉由核能發電取得高效率且潔淨的電力來源，將可使工業生產更為順利，降低缺電的風險。但從核能技術層面來看，東南亞國家經濟規模較小，技術力量薄弱，容易遭遇發展瓶頸與安全上的問題。再加上，東南亞地區存在許多地震帶，影響核電廠建設的地質條件。整體而言，核能電廠對於東協國家應是必要的建設，但在安全性上必須投以高度的重視。",2016-11-10 14:38:47
1750,論證,s10053,核能的危險性所投入的安全考量一定要很高，更會拉高成本,2016-11-10 14:37:18
1751,論證,s10053,且若一個國家的經濟規模較小，技術力量薄弱，是容易遭遇發展瓶頸與安全上之問題,2016-11-10 14:36:17
1752,搜索關鍵字,s10054,太陽能OROR,2016-11-10 14:36:04
1753,瀏覽網頁,s10054,德智庫：太陽能與風電成本可大幅低於核電,2016-11-10 14:35:34
1754,瀏覽網頁,s10054,火力發電,2016-11-10 14:34:21
1755,論證,s10053,台灣就這麼大，蓋那麼多核電廠，確實是很大的問題,2016-11-10 14:34:20
1756,瀏覽網頁,s10053,日本311地震對東南亞國家核能政策的影響,2016-11-10 14:34:8
1757,瀏覽網頁,s10053,核電廠會影響附近居民健康嗎？(台電),2016-11-10 14:33:51
1758,搜索關鍵字,s10053,輻射OR影響OR,2016-11-10 14:32:38
1759,搜索關鍵字,s10053,輻射影響OROR,2016-11-10 14:32:25
1760,論證,s10054,諸如較為危險的地方  或是靠居住地的地方都要要審慎評估,2016-11-10 14:32:24
1761,瀏覽網頁,s10053,終止核能發電,2016-11-10 14:31:50
1762,論證,s10054,核電廠的設置地點是相當需要透過相關單位進行評估的,2016-11-10 14:31:48
1763,論證,s10053,所以住在核電廠附近也是可以接受的嗎?,2016-11-10 14:31:16
1764,瀏覽網頁,s10053,核能發電現況與展望,2016-11-10 14:30:55
1765,搜索關鍵字,s10054,火力OROR,2016-11-10 14:30:42
1766,搜索關鍵字,s10054,OROR,2016-11-10 14:30:36
1767,搜索關鍵字,s10054,火力OROR,2016-11-10 14:30:30
1768,論證,s10054,且根據相關研究     其它產電方式似乎無法滿足現在人對於電力的需求,2016-11-10 14:30:20
1769,瀏覽網頁,s10054,火力發電,2016-11-10 14:30:7
1770,論證,s10054,不過在這講求經濟跟效率的時代     核能發電的發展似乎是一個較佳的選擇,2016-11-10 14:29:46
1771,論證,s10053,方便快速但危險 跟可以替代的能源且安全 應該後者較好,2016-11-10 14:29:10
1772,論證,s10054,不過針對目前大家都需要用電的情況下，核能發電是一個較佳的選擇,2016-11-10 14:29:03
1773,論證,s10053,日本應該也是有妥善處理，但遇到了無法預測的天災一樣引發核災,2016-11-10 14:28:17
1774,論證,s10054,不過目前大家所討論的除了汙染之外，尚有效率的問題,2016-11-10 14:28:00
1775,論證,s10053,核能發電廠就像一個不定時炸彈,2016-11-10 14:27:44
1776,論證,s10053,其他能源所產生的汙染或是問題若能妥善處理，也不會有太大的問題,2016-11-10 14:27:21
1777,瀏覽網頁,s10053,核能發電是開啟潘朵拉災難的盒子！,2016-11-10 14:26:45
1778,筆記,s10054,因為核能發電有核廢料處理、熱汙染、成本高等問題,2016-11-10 14:26:40
1779,論證,s10054,但是以核能發電來說  其發電效率高  只要將核廢料處理好就不會有太大的問題,2016-11-10 14:26:34
1780,論證,s10054,其實以其他方式也有相關的汙染,2016-11-10 14:25:46
1781,筆記,s10053,核廢料處理之問題、熱汙染、成本高,2016-11-10 14:25:36
1782,搜索關鍵字,s10053,核能發電OROR,2016-11-10 14:25:32
1783,論證,s10053,我不贊成以核能發電來解決台灣供電問題，因為核能發電有核廢料處理、熱汙染、成本高等問題,2016-11-10 14:25:19
1784,論證,s10054,我支持核能發電,2016-11-10 14:25:05
1785,搜索關鍵字,s10054,能源OROR,2016-11-10 14:00:34
1786,瀏覽網頁,s10054,台灣～核能發電～再生能源,2016-11-10 13:59:59
1787,瀏覽網頁,s10054,裝太陽能板發電 豬農年收千萬 台灣溫泉鄉 無「核能」發展「地熱」？全台唯一,2016-11-10 13:58:47
1788,瀏覽網頁,s10054,歐盟報告稱 太陽能發電成本可媲美核能,2016-11-10 13:58:31
1789,瀏覽網頁,s10054,歐盟報告稱 太陽能發電成本可媲美核能,2016-11-10 13:58:29
1790,瀏覽網頁,s10054,核能與科技：核廢料存放,2016-11-10 13:57:10
1791,瀏覽網頁,s10053,向世界證明太陽能可取代核能,2016-11-10 13:56:13
1792,筆記,s10053,核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。,2016-11-10 13:55:42
1793,瀏覽網頁,s10054,核能知識－-認識核廢料,2016-11-10 13:54:56
1794,搜索關鍵字,s10054,核能OROR,2016-11-10 13:54:39
1795,瀏覽網頁,s10053,認識核能發電,2016-11-10 13:54:21
1796,瀏覽網頁,s10054,德核能倫理委員會：退核是「新工業革命」,2016-11-10 13:54:14
1797,瀏覽網頁,s10053,核能與科技：核廢料存放,2016-11-10 13:53:52
1798,搜索關鍵字,s10053,核能發電OROR,2016-11-10 13:53:08
1799,瀏覽網頁,s10053,核能　便利、安全難兼顧,2016-11-10 13:53:2
1800,搜索關鍵字,s10053,核能發電OR問題OR,2016-11-10 13:52:27
1801,搜索關鍵字,s10053,核能發電AND問題OR,2016-11-10 13:51:48
1802,搜索關鍵字,s10053,核能發電AND問題OR,2016-11-10 13:51:44
1803,筆記,s10053,"游離輻射對人體健康的傷害分為機率效應與確定效應。
接受過量輻射照射，造成造成有害的組織反應，若接受的劑量增加，造成的傷害就會更嚴重。確定效應的實例有：睪丸與卵巢因輻射誘發的不孕，造血功能降低與血球細胞減少，皮膚紅斑脫皮等損傷，誘發水晶體混濁與視力減退或器官的發炎。",2016-11-10 13:50:36
1804,瀏覽網頁,s10053,核電廠會影響附近居民健康嗎？(台電),2016-11-10 13:48:30
1805,瀏覽網頁,s10054,何德？核能！專題系列五：兩座核電廠 殘害金山鄉民健康,2016-11-10 13:48:7
1806,瀏覽網頁,s10054,德智庫：太陽能與風電成本可大幅低於核電,2016-11-10 13:47:46
1807,瀏覽網頁,s10054,台灣的另類世界之「最」- 最危險的核電廠,2016-11-10 13:46:47
1808,搜索關鍵字,s10054,核電OROR,2016-11-10 13:46:27
1809,瀏覽網頁,s10054,核電廠退休員工控訴害罹癌　向台電求償遭拒,2016-11-10 13:45:57
1810,瀏覽網頁,s10053,核能，能不能？,2016-11-10 13:45:29
1811,筆記,s10053,"游離輻射對人體健康的傷害分為機率效應與確定效應。
接受過量輻射照射，造成造成有害的組織反應，若接受的劑量增加，造成的傷害就會更嚴重。確定效應的實例有：睪丸與卵巢因輻射誘發的不孕，造血功能降低與血球細胞減少，皮膚紅斑脫皮等損傷，誘發水晶體混濁與視力減退或器官的發炎。",2016-11-10 13:45:20
1812,筆記,s10053,游離輻射對人體健康的傷害分為機率效應與確定效應。,2016-11-10 13:45:3
1813,瀏覽網頁,s10053,輻射對健康的影響,2016-11-10 13:44:32
1814,搜索關鍵字,s10053,核能OR影響OR,2016-11-10 13:43:22
1815,瀏覽網頁,s10054,如果我們積極發展太陽能，是不是就不需要核四？,2016-11-10 13:42:59
1816,瀏覽網頁,s10054,如果我們積極發展太陽能，是不是就不需要核四？,2016-11-10 13:42:59
1817,搜索關鍵字,s10054,太陽能OROR,2016-11-10 13:42:48
1818,瀏覽網頁,s10054,德智庫：太陽能與風電成本可大幅低於核電,2016-11-10 13:42:27
1819,搜索關鍵字,s10054,生質能OROR,2016-11-10 13:41:58
1820,瀏覽網頁,s10054,生質能,2016-11-10 13:41:24
1821,瀏覽網頁,s10054,生質能發電,2016-11-10 13:41:23
1822,筆記,s10053,"核能發電的優缺點:
核廢料處理之問題、熱汙染、成本高
火力發電的優缺點:
天然氣的有害物質較少、燃燒時只產生少量的氮氧化物及二氧化碳，可緩解能源緊缺，減少環境污染。
運轉與維護較難、運用的融通性較低、成本較高、時間長。",2016-11-10 13:41:15
1823,搜索關鍵字,s10054,火力OROR,2016-11-10 13:40:42
1824,瀏覽網頁,s10054,火力發電,2016-11-10 13:40:5
1825,瀏覽網頁,s10053,核能發電的優缺點,2016-11-10 13:39:57
1826,瀏覽網頁,s10053,認識核能發電,2016-11-10 13:39:10
1827,瀏覽網頁,s10054,核能，能不能？,2016-11-10 13:38:58
1828,瀏覽網頁,s10054,台灣核能發電廠發展歷史,2016-11-10 13:38:42
1829,瀏覽網頁,s10053,生質能之應用,2016-11-10 13:38:42
1830,搜索關鍵字,s10053,能源OR優缺點OR,2016-11-10 13:38:40
1831,筆記,s10053,"火力發電的優缺點:
天然氣的有害物質較少、燃燒時只產生少量的氮氧化物及二氧化碳，可緩解能源緊缺，減少環境污染。
運轉與維護較難、運用的融通性較低、成本較高、時間長。",2016-11-10 13:38:34
1832,搜索關鍵字,s10053,能源OR優缺點OR,2016-11-10 13:38:34
1833,瀏覽網頁,s10054,認識核能發電,2016-11-10 13:38:33
1834,筆記,s10053,"火力發電的優缺點:
天然氣的有害物質較少、燃燒時只產生少量的氮氧化物及二氧化碳，可
運轉與維護較難、運用的融通性較低、成本較高、時間長",2016-11-10 13:38:18
1835,筆記,s10053,"火力發電的優缺點:
天然氣的有害物質較少、
運轉與維護較難、運用的融通性較低、成本較高、時間長",2016-11-10 13:37:56
1836,搜索關鍵字,s10054,核能ANDOR,2016-11-10 13:37:52
1837,瀏覽網頁,s10054,核能知識-認識核廢料,2016-11-10 13:37:44
1838,搜索關鍵字,s10054,能源AND比較OR,2016-11-10 13:37:44
1839,筆記,s10053,火力發電的優缺點:運轉與維護較難、運用的融通性較低、成本較高、時間長,2016-11-10 13:37:30
1840,搜索關鍵字,s10054,核能OROR,2016-11-10 13:37:29
1841,瀏覽網頁,s10054,台灣核能發電廠發展歷史,2016-11-10 13:37:25
1842,筆記,s10053,火力發電的優缺點:運轉與維護較難，運用的融通性較低,2016-11-10 13:37:5
1843,筆記,s10053,火力發電的優缺點:運轉與維護較難,2016-11-10 13:36:38
1844,筆記,s10053,火力發電的優缺點,2016-11-10 13:36:23
1845,瀏覽網頁,s10053,火力發電,2016-11-10 13:35:59
1846,搜索關鍵字,s10053,核能OR優缺點OR,2016-11-10 13:34:29
1847,論證,s10051,式的，所以我只是提出我的觀點,2016-11-10 11:29:21
1848,論證,s10052,這是應該的,2016-11-10 11:28:54
1849,論證,s10051,政府對有對應的措施,2016-11-10 11:28:27
1850,論證,s10052,沒有經過評估是很恐怖的,2016-11-10 11:28:20
1851,論證,s10052,這種不負責任的話就別說了吧,2016-11-10 11:28:09
1852,論證,s10051,畢竟現在還是很多人反對核能發電的,2016-11-10 11:28:01
1853,論證,s10051,沒有做過就不會知道結果怎麼樣,2016-11-10 11:27:40
1854,論證,s10052,年輕人先跑光,2016-11-10 11:27:00
1855,論證,s10052,希望你說的短期不是10年以上,2016-11-10 11:26:50
1856,論證,s10051,最後我相信好的創業家是擁抱變化的，自由派的，願意接受短期的痛苦的，所以我相信我們應該優先考慮其他的發電方式。如果我們是幅員廣闊，有空無一人領土的國家，十七年前的核能科技就可以滿足台灣的需要，但偏偏我們就住在那個地震很多的小島。,2016-11-10 11:25:57
1857,論證,s10052,是啊,2016-11-10 11:25:53
1858,論證,s10051,影響都是環環相扣的,2016-11-10 11:25:42
1859,論證,s10052,影響多大,2016-11-10 11:25:15
1860,論證,s10052,但產業結構的轉型不是說變就變的，所以我們可以從核能發電討論到這裡就知道,2016-11-10 11:25:07
1861,論證,s10051,所以沒這個問題,2016-11-10 11:24:43
1862,論證,s10051,廠商在外面，東西用進口的一樣買的到,2016-11-10 11:24:29
1863,論證,s10051,在臺灣有工廠，買東西就比較便宜,2016-11-10 11:24:13
1864,論證,s10051,現在人力成本上升 就移到大陸,2016-11-10 11:23:36
1865,論證,s10051,早期台灣人力低廉 就在台灣,2016-11-10 11:23:24
1866,論證,s10051,隨著時代變遷 工廠的位置也跟著變動,2016-11-10 11:23:13
1867,論證,s10052,這是環環相扣的阿,2016-11-10 11:23:04
1868,論證,s10052,根本連東西都沒得賣,2016-11-10 11:22:59
1869,論證,s10052,要賣誰,2016-11-10 11:22:38
1870,論證,s10052,服務業的東西沒有製造,2016-11-10 11:22:37
1871,論證,s10052,你這麼說,2016-11-10 11:22:24
1872,論證,s10051,服務業大於工業大於農業,2016-11-10 11:22:07
1873,論證,s10051,產值比較,2016-11-10 11:21:58
1874,論證,s10051,NO,2016-11-10 11:21:50
1875,論證,s10052,因為製造業是台灣的根基啊,2016-11-10 11:21:42
1876,論證,s10051,作為一個創新導向的行業的從業人員，電價從來就不是我在做生意時考量的重點。但很多製造業是這樣想的。,2016-11-10 11:21:15
1877,論證,s10052,有得一定要有失的,2016-11-10 11:21:08
1878,論證,s10052,產業不願意付費，導致產業結構外移，經濟下降，對後代的影響也不會好到哪裡去，只會更窮而已...,2016-11-10 11:20:46
1879,瀏覽網頁,s10051,從道德倫理角度看廢核,2016-11-10 11:20:6
1880,論證,s10051,廢除核電一點都不好過也不可能會好過，只是選擇趨避風險，扛起自己對後代子孫該扛的責任而已，沒有聰明人說這件事代價小，真的，只是得要負起責任而已。,2016-11-10 11:19:50
1881,論證,s10052,那就又回到剛剛說的事情上去了,2016-11-10 11:19:31
1882,論證,s10051,使用者付費,2016-11-10 11:19:24
1883,論證,s10051,調漲電價,2016-11-10 11:19:18
1884,論證,s10052,舉債嗎,2016-11-10 11:19:02
1885,論證,s10051,公庫,2016-11-10 11:18:55
1886,論證,s10052,重點是錢哪裡來,2016-11-10 11:18:47
1887,論證,s10051,台電是營利事業，當然會以最大利益為優先考量,2016-11-10 11:18:46
1888,論證,s10051,只要有錢，那些成本都不是問題,2016-11-10 11:18:18
1889,論證,s10052,但我們現在確實是在討論實質需求~,2016-11-10 11:17:53
1890,論證,s10051,沒有矛盾，不贊成是心理因素，但還要要考慮到實質上的需求,2016-11-10 11:17:07
1891,論證,s10052,那是不是與你一開始的不贊成就產生了矛盾,2016-11-10 11:16:17
1892,瀏覽網頁,s10051,台灣：我支持廢核，因為創新創業者該擁抱變革,2016-11-10 11:16:5
1893,論證,s10051,嗯嗯,2016-11-10 11:15:54
1894,論證,s10052,也就是說現階段的你是支持多元的發電方法包括核能發電來供電囉,2016-11-10 11:15:48
1895,瀏覽網頁,s10051,從道德倫理角度看廢核,2016-11-10 11:15:33
1896,瀏覽網頁,s10051,鄭國威：這是我支持廢核的理由──反核陣營需要互相檢討,2016-11-10 11:15:28
1897,論證,s10051,是呀 所以說各種發電方式並用,2016-11-10 11:14:10
1898,論證,s10052,但是現階段要以再生能源來解決供電還有一大段路要走,2016-11-10 11:13:32
1899,論證,s10052,這我可以理解,2016-11-10 11:13:11
1900,論證,s10051,待日後成本降低 再進行比重的調整,2016-11-10 11:12:54
1901,論證,s10051,但可以調整各種電力的發電來源,2016-11-10 11:12:28
1902,論證,s10051,沒有說要廢核,2016-11-10 11:12:12
1903,瀏覽網頁,s10051,【台灣必須廢核的10個理由】台灣是唯一將核電廠建在首都圈的國家,2016-11-10 11:12:5
1904,論證,s10052,因為知道這會帶來多大的衝擊,2016-11-10 11:11:57
1905,論證,s10052,日本就算發生了核災還是一樣不廢核,2016-11-10 11:11:42
1906,瀏覽網頁,s10052,如果核四續建：法、德、日都解決不了的難題,2016-11-10 11:11:34
1907,論證,s10051,甚麼一樣,2016-11-10 11:11:22
1908,論證,s10052,就算發生了核災也是一樣,2016-11-10 11:10:49
1909,搜索關鍵字,s10051,廢核OROR,2016-11-10 11:10:47
1910,論證,s10052,這也就是為什麼日本不敢廢核的原因,2016-11-10 11:10:43
1911,論證,s10051,錢沒了，再賺就有，命沒了，有錢也買不到,2016-11-10 11:10:37
1912,論證,s10052,德國為了廢核，付出了多少代價,2016-11-10 11:10:31
1913,瀏覽網頁,s10052,台灣的核電廠,2016-11-10 11:10:30
1914,瀏覽網頁,s10051,假中立 真擁核 核電詐騙集團 扭曲核災真相 ！（揭穿台電福島論壇騙局記者會）,2016-11-10 11:10:14
1915,論證,s10052,但是這是長痛還短痛？,2016-11-10 11:10:02
1916,搜索關鍵字,s10052,德國OR核能OR,2016-11-10 11:09:32
1917,搜索關鍵字,s10052,德國廢核OROR,2016-11-10 11:09:21
1918,搜索關鍵字,s10052,德國廢核OROR,2016-11-10 11:09:18
1919,搜索關鍵字,s10052,德國廢核OR成本OR,2016-11-10 11:09:15
1920,瀏覽網頁,s10052,核能知識-認識核廢料,2016-11-10 11:8:59
1921,論證,s10051,所以還是以人民的安全為第一考量,2016-11-10 11:08:53
1922,論證,s10051,核能電來的危害，不是用錢可以衡量的,2016-11-10 11:08:23
1923,論證,s10052,當然有影響,2016-11-10 11:07:47
1924,論證,s10052,依然是歸回產業,2016-11-10 11:07:42
1925,論證,s10051,對產業沒影,2016-11-10 11:07:34
1926,論證,s10052,台電增加成本，那成本誰來買單,2016-11-10 11:07:31
1927,論證,s10051,嗯嗯 就是台電那邊增加成本而已,2016-11-10 11:07:26
1928,論證,s10052,冬季不是我國用電高峰季節，1號機延後啟動不會影響國內供電，但會讓台電增加不少燃料成本；核電廠歲修時，台電必須以較高價的天然氣發電取代，若1號機延後15到20天上線發電，台電為此要增加10億左右的燃料成本。,2016-11-10 11:07:02
1929,搜索關鍵字,s10051,台電OROR,2016-11-10 11:06:45
1930,論證,s10051,ˇ對產業沒影響,2016-11-10 11:06:35
1931,論證,s10051,台電對於各種電力來源，採取的電費都是一樣的,2016-11-10 11:06:30
1932,搜索關鍵字,s10052,核能發點OR成本OR,2016-11-10 11:06:02
1933,瀏覽網頁,s10052,核一廠歲修延 改天然氣發電成本增10億,2016-11-10 11:5:45
1934,論證,s10052,但是發電成本上升，影響的是產業,2016-11-10 11:05:39
1935,瀏覽網頁,s10052,各種發電方法的外部成本,2016-11-10 11:5:28
1936,搜索關鍵字,s10052,MoneyDJOROR,2016-11-10 11:05:09
1937,論證,s10051,即使成本比較低，但是花多一點錢讓危害變少不是更好嗎,2016-11-10 11:05:09
1938,瀏覽網頁,s10051,德智庫：太陽能與風電成本可大幅低於核電,2016-11-10 11:4:9
1939,瀏覽網頁,s10052,台灣～核能發電～再生能源,2016-11-10 11:3:59
1940,論證,s10051,德國的研究，ˇ案是是全球的設備,2016-11-10 11:03:54
1941,瀏覽網頁,s10052,認識核能發電,2016-11-10 11:3:52
1942,論證,s10052,台灣根本就沒有足夠的地方,2016-11-10 11:03:47
1943,論證,s10052,但是那是德國,2016-11-10 11:03:31
1944,論證,s10051,據MoneyDJ的報導，根據德國的研究，新建造的太陽能、風力發電廠產生電力的成本，最多可降低至核能發電新廠房的50%。民眾因此不用擔心改用可再生能源會導致電價攀高。,2016-11-10 11:03:15
1945,論證,s10051,德智庫：太陽能與風電成本可大幅低於核電,2016-11-10 11:03:08
1946,搜索關鍵字,s10051,太陽能OROR,2016-11-10 11:02:59
1947,論證,s10052,我贊成核廢料會帶給環境與人體危害,2016-11-10 11:02:47
1948,論證,s10052,核能發電的成本其實比其他發電來的低吧,2016-11-10 11:02:20
1949,論證,s10051,請問你的想法?,2016-11-10 11:01:43
1950,搜索關鍵字,s10052,核能發電OROR,2016-11-10 11:01:03
1951,搜索關鍵字,s10052,核能發電成本OROR,2016-11-10 11:01:00
1952,瀏覽網頁,s10052,核能發電的優缺點,2016-11-10 11:0:31
1953,論證,s10051,不贊成，因為核能發電有許多缺點 1.核廢料存放是一個問題，沒人希望核廢料放在自己的居住地 2.在核廢料場的工作員工接觸到的放射性物質對他們的危害 3.核能發電的成本較高 4.若核電廠爆炸，對於環境將造成嚴重危害,2016-11-10 10:59:41
1954,瀏覽網頁,s10052,德國放棄核能，為何其他國家不能？,2016-11-10 10:16:6
1955,瀏覽網頁,s10052,鄭國威：這是我支持廢核的理由──反核陣營需要互相檢討,2016-11-10 10:15:30
1956,瀏覽網頁,s10052,假中立 真擁核 核電詐騙集團 扭曲核災真相 ！（揭穿台電福島論壇騙局記者會）,2016-11-10 10:15:10
1957,搜索關鍵字,s10052,缺電OROR,2016-11-10 10:14:43
1958,搜索關鍵字,s10052,缺電OROR,2016-11-10 10:14:40
1959,瀏覽網頁,s10052,【七先生周記】黃哲斌：傻瓜才會反核四,2016-11-10 10:14:30
1960,搜索關鍵字,s10052,核能OROR,2016-11-10 10:10:20
1961,瀏覽網頁,s10052,核能，能不能？,2016-11-10 10:9:44
1962,瀏覽網頁,s10052,核電廠退休員工控訴害罹癌　向台電求償遭拒,2016-11-10 10:6:18
1963,搜索關鍵字,s10052,核電廠OROR,2016-11-10 10:05:56
1964,瀏覽網頁,s10052,資深台電核電廠員工李桂林的告白,2016-11-10 10:5:29
1965,搜索關鍵字,s10052,太陽能OROR,2016-11-10 10:03:26
1966,搜索關鍵字,s10052,太陽能優點OROR,2016-11-10 10:03:22
1967,搜索關鍵字,s10052,太陽能優點OROR,2016-11-10 10:03:17
1968,搜索關鍵字,s10052,太陽能OROR,2016-11-10 10:03:08
1969,搜索關鍵字,s10052,太陽能OROR,2016-11-10 10:03:04
1970,搜索關鍵字,s10052,太陽能優點OR優點OR缺點,2016-11-10 10:02:55
