group,stu_id,type,content,
0,s10039,4,核能與科技：核廢料存放,10/20/16 11:12 AM
0,s10040,1,理由五;世界各主要工業國家都加強了核能電廠的建設,10/20/16 11:12 AM
0,s10039,4,認識核廢料,10/20/16 11:11 AM
0,s10039,4,生質能之應用,10/20/16 11:11 AM
0,s10039,4,未來的綠色能源–燃料電池,10/20/16 11:11 AM
0,s10040,4,核能發電現況與展望,10/20/16 11:11 AM
0,s10040,1,理由四：可以通過科學管理來降低甚至消除發生核洩漏的可能性,10/20/16 11:11 AM
0,s10040,4,認識核能發電,10/20/16 11:10 AM
0,s10040,3,核能發電的優缺點,10/20/16 11:10 AM
0,s10040,1,理由三：放射性核廢料[可以通過科學處理來降低可能的核輻射,10/20/16 11:10 AM
0,s10039,2,核能OR缺點OR,10/20/16 11:10 AM
0,s10040,1,理由2：核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。,10/20/16 11:09 AM
0,s10039,2,替代能源OROR,10/20/16 11:09 AM
0,s10039,2,替代能源OROR,10/20/16 11:09 AM
0,s10040,1,理由是：1、核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。,10/20/16 11:09 AM
0,s10039,1,我不贊成使用核能發電,10/20/16 11:09 AM
0,s10039,1,你好,10/20/16 11:09 AM
0,s10040,2,核能發電OROR,10/20/16 11:08 AM
0,s10040,1,我支持核能發電解決台灣電力問題,10/20/16 11:08 AM
0,s10040,4,核能發電的優缺點,10/20/16 11:08 AM
0,s10040,1,你好,10/20/16 11:08 AM
0,s10040,4,核能發電,10/20/16 10:25 AM
0,s10040,4,美麗新世界的驅動力–核能發電的前世今生與未來,10/20/16 10:24 AM
0,s10040,4,台灣核能發電廠發展歷史,10/20/16 10:23 AM
0,s10040,4,台灣核能發電廠發展歷史,10/20/16 10:23 AM
0,s10040,4,核能發電與核子武器有何不同？車諾比核災、福島核災與原子彈爆炸有何不同？,10/20/16 10:21 AM
0,s10040,4,核能發電現況與展望,10/20/16 10:21 AM
0,s10040,4,認識核能發電,10/20/16 10:21 AM
0,s10040,2,核能發電OROR,10/20/16 10:19 AM
0,s10040,2,核能OROR,10/20/16 10:19 AM
0,s10040,4,核能發電的優缺點,10/20/16 10:18 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。用太陽能在廢棄的礦產和煉油廠或化工廠，因為這些土地被人類榨乾後已經被污染了，無法居住、無法耕作、無法利用，但是用太陽能還是可以產生電，並讓土地休息再生，因此當核能電廠除役後，那麼大的土地怎麼使用呢？原址蓋太陽能是唯一救贖。,10/20/16 10:17 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。用太陽能在廢棄的礦產和煉油廠或化工廠，因為這些土地被人類榨乾後已經被污染了，無法居住、無法耕作、無法利用，但是用太陽能還是可以產生電，並讓土地休息再生，因此當核能電廠除役後，那麼大的土地怎麼使用呢？原址蓋太陽能是唯一救贖。,10/20/16 10:17 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。用太陽能在廢棄的礦產和煉油廠或化工廠，因為這些土地被人類榨乾後已經被污染了，無法居住、無法耕作、無法利用，但是用太陽能還是可以產生電，並讓土地休息再生，因此當核能電廠除役後，那麼大的土地怎麼使用呢？原址蓋太陽能是唯一救贖。,10/20/16 10:16 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。用太陽能在廢棄的礦產和煉油廠或化工廠，因為這些土地被人類榨乾後已經被污染了，無法居住、無法耕作、無法利用，但是用太陽能還是可以產生電，並讓土地休息再生，因此當核能電廠除役後，那麼大的土地怎麼使用呢？原址蓋太陽能是唯一救贖。,10/20/16 10:16 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。用太陽能在廢棄的礦產和煉油廠或化工廠，因為這些土地被人類榨乾後已經被污染了，無法居住、無法耕作、無法利用，但是用太陽能還是可以產生電，並讓土地休息再生，因此當核能電廠除役後，那麼大的土地怎麼使用呢？原址蓋太陽能是唯一救贖。,10/20/16 10:16 AM
0,s10040,4,資深台電核電廠員工李桂林的告白,10/20/16 10:15 AM
0,s10039,4,裝太陽能板發電[豬農年收千萬[台灣溫泉鄉[無「核能」發展「地熱」？全台唯一,10/20/16 10:14 AM
0,s10039,4,歐盟報告稱[太陽能發電成本可媲美核能,10/20/16 10:14 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。,10/20/16 10:13 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。統計顯示，以太陽能、在岸風力發電以及天然氣產生電力的成本，約較核電與天然氣發電便宜21%。,10/20/16 10:13 AM
0,s10040,4,揭開[台灣核電廠[不能說的８個祕密／台電三十三年員工的血淚控訴,10/20/16 10:13 AM
0,s10039,4,德智庫：太陽能與風電成本可大幅低於核電,10/20/16 10:12 AM
0,s10040,2,核電廠AND輻射OR,10/20/16 10:12 AM
0,s10040,2,核電廠AND危害OR,10/20/16 10:12 AM
0,s10039,3,[[[核能發電的原理和水力、火力發電廠有同樣的共通點，就是設法使渦輪機（turbine）轉動，以帶動發電機切割磁場，將機械能轉變為產生電能。其中主要的不同點在於推動渦輪機所用的動力來源。水力電廠以大量的急速流動水（例如由水壩或瀑布引出）直接推動渦輪機，而核能電廠與火力電廠則利用大量高溫、高壓之水蒸氣推動渦輪機，其中核能電廠是靠核分裂所釋放出的能量、火力電廠則是靠燃燒煤炭、石油或天然氣等化石燃料以產生蒸汽。[[[[舉例而言，龍門廠每年要用掉80噸的核燃料，只要2支標準貨櫃就可以運載。如果換成燃煤，需要515萬噸，每天要用20噸的大卡車運705車才夠。如果使用天然氣，需要143萬噸，相當於每天燒掉20萬桶家用瓦斯。換算起來，剛好接近全臺灣692萬戶的瓦斯用量。,10/20/16 10:12 AM
0,s10040,4,核能　便利、安全難兼顧,10/20/16 10:12 AM
0,s10040,4,核電廠退休員工控訴害罹癌　向台電求償遭拒,10/20/16 10:11 AM
0,s10039,4,認識核能發電,10/20/16 10:11 AM
0,s10040,2,核電廠OROR,10/20/16 10:10 AM
0,s10040,2,核電廠AND放射OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND放射OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND上班OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND上班OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND生活OR,10/20/16 10:10 AM
0,s10040,4,核電廠退休員工控訴害罹癌　向台電求償遭拒,10/20/16 10:10 AM
0,s10040,2,核電廠AND放射OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND放射OR,10/20/16 10:10 AM
0,s10039,2,核能OROR,10/20/16 10:10 AM
0,s10039,2,核能OROR,10/20/16 10:10 AM
0,s10040,2,核電廠AND上班OR,10/20/16 10:10 AM
0,s10040,2,核電廠AND生活OR,10/20/16 10:09 AM
0,s10039,4,核廢料？就放你家吧！,10/20/16 10:08 AM
0,s10040,2,火力發電OROR,10/20/16 10:07 AM
0,s10040,4,火力發電比核電害死更多人？,10/20/16 10:06 AM
0,s10040,4,支持核能的環保人士忘記車諾比對我們的危害,10/20/16 10:05 AM
0,s10040,4,支持核能的環保人士忘記車諾比對我們的危害,10/20/16 10:05 AM
0,s10040,4,歐盟報告稱[太陽能發電成本可媲美核能,10/20/16 10:03 AM
0,s10040,4,認識核能發電,10/20/16 10:03 AM
0,s10040,4,核能與科技：核廢料存放,10/20/16 10:03 AM
0,s10039,4,核能與科技：核廢料存放,10/20/16 10:03 AM
0,s10039,4,台灣的核電廠,10/20/16 10:02 AM
0,s10040,4,核能知識－-認識核廢料,10/20/16 10:01 AM
0,s10039,2,核電廠OR居民OR,10/20/16 10:01 AM
0,s10040,4,核能知識-認識核廢料,10/20/16 10:01 AM
0,s10040,2,核能OROR,10/20/16 10:00 AM
0,s10039,4,生質能之應用,10/20/16 09:59 AM
0,s10039,2,生質能OR優點OR,10/20/16 09:58 AM
0,s10039,4,火力發電,10/20/16 09:58 AM
0,s10039,2,火力發電OR優點OR,10/20/16 09:57 AM
0,s10039,4,核能發電的優缺點,10/20/16 09:56 AM
0,s10039,4,心理衛生工作者的擁核與反核？,10/20/16 09:55 AM
0,s10039,4,核能知識－-認識核廢料,10/20/16 09:55 AM
0,s10039,4,核能知識-認識核廢料,10/20/16 09:55 AM
0,s10039,4,認識核廢料,10/20/16 09:54 AM
0,s10039,4,台灣核能發電廠發展歷史,10/20/16 09:54 AM
0,s10039,2,核能OR優點OR,10/20/16 09:53 AM
0,s10039,2,核能OR優點OR,10/20/16 09:53 AM
0,s10039,2,核能OR優點OR,10/20/16 09:53 AM
0,s10039,2,核能OROR,10/20/16 09:52 AM
0,s10039,2,核能OROR,10/20/16 09:52 AM
0,s10038,1,因此，我不贊成用核能發電,10/13/16 03:26 PM
0,s10037,1,環保是很好的、輻射不安全也是事實，但是發電的成本誰來負擔?只要電價上升，所有的食物、商品成本就會上升，受苦的還不是最底層的人民。如果放棄核能發電可以換來很多人的健康，這是最理想的狀況。,10/13/16 03:26 PM
0,s10038,1,技術的不成熟亦會有成熟的一天，輻射汙染的傷害，卻不是一天就能解決的,10/13/16 03:25 PM
0,s10037,4,理性討論核四爭議,10/13/16 03:25 PM
0,s10038,1,在俄國車若比，日本福島災後，我們可以見識到輻射意外所帶來的影響不僅造成區域性的輻射汙染，同時也影響許多人的健康,10/13/16 03:24 PM
0,s10038,1,近年，也經常出現核一核二廠有輻射外洩的事件,10/13/16 03:22 PM
0,s10038,1,很難保證在使用年限近乎到期的核電廠，不會出現核輻射外洩的意外產生,10/13/16 03:22 PM
0,s10038,1,我方強調不利用核能，利用較為較為環保的水力，風力，生質能，太陽能等能源生產方式來逐步替代核能發電，亦是考量到台灣地狹人稠，而核電廠所能影響到的輻射範圍含括了首都區,10/13/16 03:21 PM
0,s10037,4,核廢料？就放你家吧！,10/13/16 03:20 PM
0,s10037,2,綠能OROR,10/13/16 03:19 PM
0,s10037,2,綠能發電OROR,10/13/16 03:19 PM
0,s10037,1,"沒錯，臺灣的土地很寶貴。如果利用同樣的面積建造風車或是水力渦輪機能更有效率的發電，當然是最好。可是目前的問題就是同樣的土地面積，我們沒有辦法產出相當於核能電廠的電量。核能很危險或是核能浪費土地，這些訴求都很真實，可是眼下實際的需求更為迫切，我當然也不願意臺灣蒙受""可能爆發的核災""陰影，可是再生能源現在來看確實不夠成熟，兩者的比例可以適當調配，可是我們無法馬上放棄核能。",10/13/16 03:18 PM
0,s10037,4,核能救地球,10/13/16 03:14 PM
0,s10038,1,效率的問題可以被改善，但土地被蓋了一座核電廠就是少掉一個空間，因為它壽命一到，就必須用水泥整個封死，就長期的土地利用來說，其效益是銳減的,10/13/16 03:14 PM
0,s10037,1,"另外，若無法有效開源(發電)，何不節流(省電)?因為台灣本來就是人口密度非常高的國家，以日本的經驗來說，海島國家可以利用先天的優勢來發電，但是過渡期怎麼辦呢?我認為非核家園是最終的目標，但也不宜完全汙名化核能發電，當大家都要用電時，誰能擔保""再生能源""能如同核能一般穩定供電呢?如果能夠省電或是使用省電、高效率的家電，會不會更好呢?",10/13/16 03:12 PM
0,s10038,1,為的就是要能更有效的生產能源,10/13/16 03:12 PM
0,s10038,1,這也是為甚麼近年來有大量的資源及技術投入在生質能，潮汐等發電方式的發展,10/13/16 03:11 PM
0,s10038,1,而這正也是我們所提倡及努力的目標,10/13/16 03:10 PM
0,s10038,1,在臨的論點中提到:除非我們可以負擔更高的電價或是研發出更有效率的方式來發電。[,10/13/16 03:10 PM
0,s10037,1,確實如此，但就目前的狀況來看，我們也沒有更多的土地可以覆蓋太陽能板，除非我們可以負擔更高的電價或是研發出更有效率的方式來發電。,10/13/16 03:09 PM
0,s10037,3,台灣地震頻仍、海嘯危機?會不會跟同樣為海島國家的日本一樣?,10/13/16 03:09 PM
0,s10038,1,因為它需要大量的水來進行冷卻,10/13/16 03:08 PM
0,s10038,1,若是電廠僅有20年的壽命來看，台灣應該沒有更多餘的土地能在一座核電廠的壽命結束後，再找到下一座，甚至是下下一座核電廠的土地蓋核電廠,10/13/16 03:08 PM
0,s10037,4,專業的謊言:核電產業的論述變遷與環境危機,10/13/16 03:07 PM
0,s10037,1,潮汐發電的發電效率跟風力發電有共通的問題，就是發電效率太低，而且並不穩定。的確比核能發電要來的環保，但上述兩者都無法負荷臺灣在夏天的用電量。,10/13/16 03:05 PM
0,s10037,4,台灣人應有的能源智識素養,10/13/16 03:04 PM
0,s10037,2,潮汐OROR,10/13/16 03:03 PM
0,s10037,1,風力發電的風車需億的土地面積比核電廠更多，而且台灣是季風氣候，風向是固定的，風力也無法預測，風車的設置位置也就不固定。,10/13/16 03:02 PM
0,s10038,1,且潮汐發電的技術已日漸成熟,10/13/16 03:02 PM
0,s10037,4,向世界證明太陽能可取代核能,10/13/16 03:01 PM
0,s10038,1,台灣目前還有風力，水力等發電方式,10/13/16 03:01 PM
0,s10037,4,太陽光電(一)：太陽能帶來福島新生機,10/13/16 03:01 PM
0,s10037,4,政策積極推動再生能源發展，已三度檢討提高目標，惟現階段難作基載電源,10/13/16 03:00 PM
0,s10037,2,太陽能板OROR,10/13/16 02:59 PM
0,s10037,2,太陽能板OROR,10/13/16 02:59 PM
0,s10037,2,太陽能板OR製造OR,10/13/16 02:59 PM
0,s10037,1,如果用太陽能或是生質能源並不能有效地供應目前台灣本島的用電。,10/13/16 02:59 PM
0,s10038,1,在目前有許多新興的能源生產方式是足以替代核能發電的,10/13/16 02:58 PM
0,s10037,4,如果我們積極發展地熱等其他再生能源，是不是就不需要核四？,10/13/16 02:58 PM
0,s10037,1,贊成，核四目前仍然是台灣發電的主要來源,10/13/16 02:58 PM
0,s10038,1,我不贊成使用核能發電來解決台灣供電問題,10/13/16 02:57 PM
0,s10037,2,再生能源OROR,10/13/16 02:57 PM
0,s10037,4,各種發電方法的外部成本,10/13/16 02:22 PM
0,s10037,4,太陽能取代核電恐導致電價漲3倍？真的嗎？,10/13/16 02:21 PM
0,s10037,4,如果我們積極發展太陽能，是不是就不需要核四？,10/13/16 02:21 PM
0,s10037,3,德國的成功案例太陽能的成本不如想像中那麼高但是和台灣氣候差異？日照時數？,10/13/16 02:21 PM
0,s10038,4,核能發電的優缺點,10/13/16 02:20 PM
0,s10037,4,德智庫：太陽能與風電成本可大幅低於核電,10/13/16 02:20 PM
0,s10038,4,美麗新世界的驅動力–核能發電的前世今生與未來,10/13/16 02:19 PM
0,s10038,4,台灣～核能發電～再生能源,10/13/16 02:19 PM
0,s10038,4,核能發電的神學反省,10/13/16 02:19 PM
0,s10037,2,太陽能OR成本OR,10/13/16 02:19 PM
0,s10038,2,核能發電OROR,10/13/16 02:19 PM
0,s10037,3,福島前車之鑑缺電、用電量太大用電成本增加　燃料成本增多太陽能易受天氣影響核安問題省電比較重要,10/13/16 02:18 PM
0,s10038,4,核能發電現況與展望,10/13/16 02:18 PM
0,s10037,4,核能發電與核子武器有何不同？車諾比核災、福島核災與原子彈爆炸有何不同？,10/13/16 02:17 PM
0,s10037,4,談社會各界對核能與再生能源的認知差距,10/13/16 02:17 PM
0,s10037,4,台灣～核能發電～再生能源,10/13/16 02:16 PM
0,s10037,4,揭開[台灣核電廠[不能說的８個祕密／台電三十三年員工的血淚控訴,10/13/16 02:16 PM
0,s10038,4,何德？核能！專題系列五：兩座核電廠[殘害金山鄉民健康,10/13/16 02:15 PM
0,s10037,3,福島前車之鑑缺電、用電量太大用電成本增加　燃料成本增多太陽能易受天氣影響核安問題省電比較重要,10/13/16 02:15 PM
0,s10037,3,福島前車之鑑缺電、用電量太大用電成本增加　燃料成本增多太陽能易受天氣影響核安問題省電比較重要,10/13/16 02:15 PM
0,s10037,4,資深台電核電廠員工李桂林的告白,10/13/16 02:14 PM
0,s10037,3,福島前車之鑑缺電、用電量太大用電成本增加　燃料成本增多太陽能易受天氣影響核安問題省電比較重要,10/13/16 02:14 PM
0,s10038,4,揭開[台灣核電廠[不能說的８個祕密／台電三十三年員工的血淚控訴,10/13/16 02:14 PM
0,s10037,4,核能，能不能？,10/13/16 02:13 PM
0,s10037,2,核能OR員工OR,10/13/16 02:11 PM
0,s10038,2,核電廠OROR,10/13/16 02:11 PM
0,s10037,4,向世界證明太陽能可取代核能,10/13/16 02:10 PM
0,s10037,4,裝太陽能板發電[豬農年收千萬[台灣溫泉鄉[無「核能」發展「地熱」？全台唯一,10/13/16 02:10 PM
0,s10037,4,什麼是生質能源,10/13/16 02:09 PM
0,s10037,2,太陽能OROR,10/13/16 02:09 PM
0,s10037,2,太陽能OROR,10/13/16 02:08 PM
0,s10037,4,火力發電,10/13/16 02:08 PM
0,s10037,2,生質能OROR,10/13/16 02:08 PM
0,s10037,4,太陽光電(一)：太陽能帶來福島新生機,10/13/16 02:07 PM
0,s10037,2,火力發電OROR,10/13/16 02:07 PM
0,s10037,4,核電和化石燃料的真實成本-太陽能發電之美,10/13/16 02:07 PM
0,s10037,4,【七先生周記】黃哲斌：傻瓜才會反核四,10/13/16 02:06 PM
0,s10037,3,核能會有罹癌風險核能發電成本媲美太陽能(差不多)核廢料存放?,10/13/16 02:06 PM
0,s10037,3,核能會有罹癌風險核能發電成本媲美太陽能(差不多),10/13/16 02:05 PM
0,s10037,4,台灣的核廢料問題,10/13/16 02:05 PM
0,s10037,3,核能會有罹癌風險,10/13/16 02:05 PM
0,s10037,4,核電廠退休員工控訴害罹癌　向台電求償遭拒,10/13/16 02:05 PM
0,s10037,3,核能會有離,10/13/16 02:05 PM
0,s10037,4,歐盟報告稱[太陽能發電成本可媲美核能,10/13/16 02:04 PM
0,s10037,2,核能OROR,10/13/16 02:03 PM
0,s10037,2,核能OROR,10/13/16 02:03 PM
0,s10037,2,核能OROR,10/13/16 02:03 PM
0,s10038,4,生質能發電,10/13/16 02:02 PM
0,s10038,2,生質能ANDOR,10/13/16 02:02 PM
0,s10038,2,生質能AND優點OR,10/13/16 02:02 PM
0,s10038,4,生質能發電,10/13/16 02:01 PM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,2,核廢料AND汙染OR,10/13/16 11:18 AM
0,s10036,1,資料來源:[永續發展組助理研究員[藍正朋[郭博堯,10/13/16 11:17 AM
0,s10036,1,台電早期在蘭嶼掩埋的核廢料即屬於低放射性廢料，因為其放射性低及阻封的關係，儲存場附近居民所受的幅射，實際上是遠低於日常生活中遭受的背景幅射量。,10/13/16 11:17 AM
0,s10035,1,雖然說有妥善的處理，但是為何現金還是有許多的例子顯示出核廢料的汙染對於土地以及身體的影響,10/13/16 11:17 AM
0,s10036,1,你有數據說[[其他的輻射相對風險比較低嗎?,10/13/16 11:16 AM
0,s10036,3,少數國家宣布漸進廢核外，絕大多數國家基於經濟民生考量，仍持續甚至增加核能發電。有的國家雖願意減核，但表示無法廢核。另一方面，某些原無核電的新興國家正積極投入核電國的行列，以加速經濟發展。臺灣屬島嶼型獨立電力系統，不像歐洲國家因與鄰國有電網相連，當電力生產不足時，可由他國進口。就過去經驗統計，當備用容量率低於10％時，就可能產生缺電風險；低於7.4％時，則幾乎無法避免限電。這樣一來，對產業及民生將造成嚴重衝擊，特別是臺灣北部用電量大，占全國40％，也是經濟活動頻繁的重鎮台電公司的電價結構，約有70％是反映燃料成本。若核四不商轉，依目前技術成熟度而言，最可能取代核能的發電方式為燃氣或燃煤。但油、煤、天然氣等進口能源連年價格居高不下，售電成本將因反映燃料成本而大增。而德國自2005年起，為邁向廢核而推動能源轉型政策，並大幅補貼再生能源，至今電價已累積上漲約44％。目前德國電價高達每度新臺幣11元，約為我國4倍。一般見諸於報章雜誌的「核廢料」，實際上是「低放射性廢棄物」的稱呼，英文稱為[Low[Level[Waste。[來源是在核能電廠的設備維修或改善工程，以及清潔,10/13/16 11:16 AM
0,s10036,1,一張紙就可以阻隔核廢料的輻射了[[[你覺得會對他們有害?,10/13/16 11:16 AM
0,s10036,1,而且他們有將核廢料妥善處理封存[[[是因為非專業人士不了解才隨意說會對人有害,10/13/16 11:15 AM
0,s10035,1,但那些輻射相對來說對身體的危害卻是較低的,10/13/16 11:15 AM
0,s10036,1,在生活中也是會受到不同的輻射來源啊,10/13/16 11:14 AM
0,s10035,1,真正重要的都不會是那些,10/13/16 11:14 AM
0,s10035,1,雖然現在是要講核能，但是我想說，經濟、錢那些舊都是身外之物,10/13/16 11:14 AM
0,s10036,1,台電早期在蘭嶼掩埋的核廢料即屬於低放射性廢料，因為其放射性低及阻封的關係，儲存場附近居民所受的幅射，實際上是遠低於日常生活中遭受的背景幅射量。,10/13/16 11:14 AM
0,s10036,1,那些核廢料是低階的核廢料[[[其經過水泥封存,10/13/16 11:13 AM
